CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,JURIS,ACCR_IACME,ACCR_NAME,FT_TOT,PT_TOT,BUD_TOTAL,BUD_PERS_TOTAL,REP_CASE_NUM,ACC_CASE_NUM,COMPL_AUTO_TOTAL,CMS,WITHIN_BUSNSS
10600025,Custer County Coroner,CO,Coroner office,Custer County,No,No,2,4,69274,3553,22,Logical skip,0,No,No
10600026,Delta County Coroner,CO,Coroner office,Delta County,Blank or nonresponse,Blank or nonresponse,0,0,2028150,Blank or nonresponse,22,947,0,Yes,Blank or nonresponse
10600027,Denver Office of the Medical Examiner,CO,Medical examiner office,City And County Of Denver,No,Yes,21,0,3300000,2627225,4638,1309,673,Yes,No
10600028,Dolores County Coroner,CO,Coroner office,Dolores County Colorado,Yes,No,1,0,52000,1000,Logical skip,Logical skip,2,No,No
10600029,Douglas County Coroner's Office,CO,Coroner office,"Douglas County, Colorado",No,No,9,7,1149191,870531,1442,368,169,Yes,No
10600030,Eagle County Coroner,CO,Coroner office,Eagle County,No,No,2,1,250000,120000,75,75,42,Yes,No
10600031,El Paso County Coroner's Office,CO,Coroner office,"El Paso County Colorado, 20 Other Southern Colorado Counties",No,Yes,23,4,2668929,2253395,4779,844,1198,Yes,No
10600032,Elbert County Coroner,CO,Coroner office,Elbert County,No,No,2,1,168000,62000,126,112,41,Yes,No
10600033,Fremont County Coroner,CO,Coroner office,"Fremont County, Colorado",No,No,1,1,227751,82355,218,218,58,Yes,No
10600034,Garfield County Coroner,CO,Coroner office,Garfield County Colorado,No,No,2,2,481289,230011,269,138,64,No,No
10600035,Gilpin County Coroner,CO,Coroner office,"Gilpin County, Colorado",No,No,1,0,83392,54754,54,6,11,No,No
10600036,Grand County Coroner's Office,CO,Coroner office,"Grand County, Colorado",No,No,2,4,303796,144694,75,66,18,Yes,No
10600037,Gunnison County Coroner,CO,Coroner office,"Gunnison County, Colorado",Will be by 2020,Will be by 2020,1,1,154000,77000,74,74,20,No,Yes
10600038,Hinsdale County Coroner,CO,Coroner office,Hinsdale County Colorado,No,No,0,0,22588,10800,4,4,4,Yes,No
10600039,Huerfano County Coroner's Office,CO,Coroner office,Huerfano County,No,No,0,0,87484,25808,103,46,24,No,Yes
10600040,Jackson County Coroner,CO,Coroner office,Jackson  County Colorado,No,No,1,0,42000,600,Logical skip,Logical skip,0,No,No
10600041,Jefferson County Coroner's Office,CO,Coroner office,First Judicial District Of Jefferson And Gilpin Counties.,Will be by 2020,No,12,3,2000000,1250000,5000,5000,400,Yes,No
10600042,Kiowa County Coroner,CO,Coroner office,Kiowa County,Not in short questionnaire,Not in short questionnaire,2,4,20000,Not in short questionnaire,14,14,4,No,Not in short questionnaire
10600043,Kit Carson County Coroner's Office,CO,Coroner office,Kit Carson County,Not in short questionnaire,Not in short questionnaire,1,0,75180,Not in short questionnaire,56,50,13,No,Not in short questionnaire
10600044,La Plata County Coroner's Office,CO,Coroner office,Laplata County,No,No,1,1,253000,79000,125,125,63,No,Yes
10600046,Larimer County Medical Examiner's Office,CO,Medical examiner office,Larimer County,No,Yes,7,1,1423000,313000,2549,500,210,Yes,No
10600047,Las Animas County Coroner,CO,Coroner office,Las Animas County,No,Blank or nonresponse,0,0,84000,Blank or nonresponse,Logical skip,Logical skip,30,Yes,No
10600048,Lincoln County Coroner's Office,CO,Coroner office,Lincoln County Colorado,No,No,2,0,93000,18664,65,29,29,No,No
10600049,Logan County Coroner,CO,Coroner office,"Logan County, Colorado",No,No,1,2,140330,81956,134,134,28,No,Yes
10600050,Mesa County Coroner's Office,CO,Coroner office,"Mesa County, Colorado",No,Yes,3,0,500000,218000,670,670,136,No,Yes
10600051,Mineral County Coroner,CO,Coroner office,Mineral County Colorado,No,No,0,0,18000,3600,8,8,3,No,No
10600052,Moffat County Coroner,CO,Coroner office,"Moffat County, Colorado",No,No,1,1,92955,58336,75,Logical skip,15,No,Yes
10600053,Montezuma County Coroner's Office,CO,Coroner office,All Of Montezuma County Colorado,No,No,1,0,122780,7000,118,115,29,No,No
10600054,Montrose County Coroner,CO,Coroner office,Montrose County,No,No,1,1,232220,109336,391,157,43,No,No
10600055,Morgan County Coroner's Office,CO,Coroner office,Morgan County Colorado,No,No,0,5,201720,90270,172,135,30,No,Yes
10600056,Otero County Coroner,CO,Coroner office,"Otero County, 16th Judicial District, Bent County, Crowley County",No,No,1,2,100000,62600,204,204,20,No,No
10600057,Ouray County Coroner,CO,Sheriff-coroner office,Ouray County,No,No,2,0,48200,38332,Logical skip,15,15,No,No
10600058,Park County Coroner's Office,CO,Coroner office,"Park County Colorado, Fairplay Colorado, Alma Colorado",Yes,No,2,0,194339,118519,85,85,30,Yes,No
10600060,Pitkin County Coroner's Office,CO,Coroner office,"Pitkin County, Town Of Basalt, Town Of Snowmass Village, City Of Aspen",No,No,0,5,201000,135000,30,30,21,Yes,Yes
10600061,Prowers County Coroner,CO,Coroner office,"Prowers County, City Of Lamar, City Of Holly, City Of Granada, City Of Wiley, City Of Bristol, City Of Hartman",No,No,1,0,60511,42105,58,Logical skip,0,No,No
10600062,Pueblo County Coroner,CO,Coroner office,Pueblo County Colorado,No,No,2,5,695570,Logical skip,725,25,247,Yes,No
10600063,Rio Blanco County Coroner,CO,Coroner office,Rio Blanco County,No,No,0,1,102590,74890,22,22,15,Yes,No
10600064,Rio Grande County Medical Examiner,CO,Coroner office,"Rio Grande County, Colorado",No,No,0,2,102000,Logical skip,44,35,14,No,Yes
10600065,Routt County Coroner,CO,Coroner office,Routt County Colorado,No,No,1,1,148000,113000,46,Logical skip,17,No,No
10600066,Saguache County Coroner's Office,CO,Coroner office,Saguache County,Not in short questionnaire,Not in short questionnaire,1,0,52816,Not in short questionnaire,30,30,18,Yes,Not in short questionnaire
10600067,San Juan County Coroner,CO,Coroner office,"Colorado, San Juan County,",No,No,0,0,14000,Logical skip,8,8,6,No,No
10600068,San Miguel County Coroner,CO,Coroner office,"San Miguelcounty, Colorado",No,No,2,0,120392,9000,Logical skip,Logical skip,11,No,No
10600069,Sedgwick County Coroner,CO,Coroner office,Sedgwick County,Will be by 2020,No,1,0,30509,14550,9,5,5,No,No
10600070,Summit County Office of the Coroner,CO,Coroner office,Fifth Judicial District,No,Blank or nonresponse,1,5,233132,149177,77,77,24,No,No
10600071,Teller County Coroner,CO,Coroner office,Teller County Colorado,No,No,2,2,166035,96177,151,71,38,No,No
10600072,Washington County Coroner,CO,Coroner office,Washington County Colorado,No,No,1,0,71900,54871,35,11,7,No,Yes
10600073,Weld County Coroner's Office,CO,Coroner office,Weld County,Not in short questionnaire,Not in short questionnaire,9,0,1350904,Not in short questionnaire,1372,678,253,No,Not in short questionnaire
10600074,Yuma County Coroner,CO,Coroner office,Yuma County,Not in short questionnaire,Not in short questionnaire,4,0,38000,Not in short questionnaire,45,45,35,No,Not in short questionnaire
10700075,"Office of the Chief Medical Examiner, State of Connecticut",CT,Medical examiner office,Entire State Of Connecticut,No,Yes,50,14,6281000,4734000,22585,3950,2429,Yes,No
10800077,Delaware Division of Forensic Science,DE,Medical examiner office,State Of Delaware,No,Yes,23,7,2000000,1500000,2294,1367,690,Yes,No
10900079,District 1 Medical Examiner,FL,Medical examiner office,"Escambia, Santa Rosa, Okaloosa, Walton Counties, Florida (District One)",No,No,16,0,2100000,1307065,2700,900,700,Yes,No
10900080,District 10 Medical Examiner,FL,Medical examiner office,"Florida's 10th Judicial Circuit:  Polk, Hardee, And Highlands Counties.",No,No,10,3,2058949,344330,1909,895,704,Yes,No
10900081,District 17  Medical Examiner,FL,Medical examiner office,"Broward County, Fl",No,Yes,30,1,7300000,Blank or nonresponse,4400,2200,1400,Yes,No
10900082,District 12 Medical Examiner,FL,Medical examiner office,Twelfth District Of Florida (Three Counties In Florida),No,No,19,0,3400000,2190000,11218,1170,693,Yes,No
10900083,District 14 Medical Examiner Office,FL,Medical examiner office,Florida 14th Judicial District,No,No,5,0,1000,500,1000,550,325,Yes,No
10900084,District 15 Medical Examiner,FL,Medical examiner office,"Palm Beach County, Florida",No,Yes,24,0,4386588,3530849,11197,1984,1151,Yes,No
10900085,District 16 Medical Examiner,FL,Medical examiner office,"Monroe County, District 16",No,No,2,0,686055,Logical skip,211,Logical skip,134,No,No
10900086,District 18 Medical Examiner,FL,Medical examiner office,District 18 For The Sate Of Florida.  Brevard County Fl.,No,No,14,0,1717493,1092000,1021,1021,1008,No,No
10900087,District 19 Medical Examiner,FL,Medical examiner office,"Indian River, Martin, Okeechobee, St. Lucie Counties",No,Blank or nonresponse,12,1,2316139,1722508,1107,1107,625,No,No
10900088,District 2 Medical Examiner,FL,Medical examiner office,"District 2 - Franklin, Gadsden, Jefferson, Leon, Liberty, Taylor And Wakulla district 3 - Lafayette, Madison, Suwannee",No,No,5,0,1116602,612447,2897,681,373,Yes,Yes
10900089,District 20 Medical Examiner,FL,Medical examiner office,"Collier County, Florida",No,No,8,0,1399800,Logical skip,1124,615,308,Yes,No
10900090,District 21 Medical Examiner's Office,FL,Medical examiner office,"Florida (Lee, Hendry And Glades County)",No,Yes,19,0,3600000,2500000,2744,1196,777,Yes,No
10900091,District 22 Medical Examiner's Office,FL,Medical examiner office,"Charlotte County, Florida",No,No,4,1,613158,541808,2487,180,133,No,No
10900092,District 23 Medical Examiner's Office,FL,Medical examiner office,"St. Johns County, Flagler County, Putnam County",No,Yes,7,1,1177002,921322,537,422,268,Yes,No
10900093,District 5 and District 24 Medical Examiner's Office,FL,Medical examiner office,5th And 18th Judicial Circuits,No,Yes,30,0,4500000,Logical skip,17337,2082,1106,Yes,No
10900094,District 8 Medical Examiner,FL,Medical examiner office,"District 8: Counties Of Alachua, Baker, Bradford, Gilchrist, Levy And Union district 3: Dixie County",No,No,8,2,1645600,672000,1071,774,607,Yes,No
10900095,District 9 and District 25 Medical Examiner's Office,FL,Medical examiner office,"Orange County, Osceola County",No,Yes,35,0,4635012,3617332,4982,2083,1441,Yes,No
10900096,District 13 Medical Examiner,FL,Medical examiner office,"District 13, Hillsborough County Florida",No,No,27,3,5674937,4067754,9920,2221,1266,Yes,No
10900097,District 6 Medical Examiner,FL,Medical examiner office,"6th Judicial Circuit, State Of Florida",No,Yes,25,4,4500000,3470722,15636,2248,1404,Yes,No
10900098,District 4 Medical Examiner's Office,FL,Medical examiner office,"This Office Serves The State Of Florida 4th District, Which Is Comprised Of Clay, Duval, And Nassau Counties. Additionally, We Provide Service To Two Counties Of The 3rd District, Columbia, And Hamilton Counties.",No,Yes,31,0,5199054,Logical skip,2794,2027,1530,No,No
10900102,District 7 Medical Examiner,FL,Medical examiner office,Volusia County,No,No,10,0,2500000,1890321,2134,1233,802,Yes,No
10900103,District 11 Medical Examiner,FL,Medical examiner office,Miami-Dade County,No,Yes,85,0,13646000,7111500,14108,2370,1792,Yes,No
11000100,Chattahoochee County Coroner,GA,Coroner office,Chattahoochee County,Yes,No,0,0,62000,12000,Logical skip,15,9,Yes,No
11000101,Chattooga County Coroner's Office,GA,Coroner office,"Chattooga County, Georgia",No,No,1,1,17000,Logical skip,90,80,0,No,Yes
11000105,Appling County Coroner,GA,Coroner office,Appling County Georgia,No,No,0,0,28000,200,60,60,0,No,No
11000106,Atkinson County Coroner,GA,Coroner office,Atkinson County,Yes,No,2,0,13441,Logical skip,40,35,15,No,No
11000107,Bacon County Coroner,GA,Coroner office,"Bacon County, Georgia",No,No,0,0,12000,Logical skip,75,50,6,No,Yes
11000109,Baldwin County Coroner,GA,Coroner office,Baldwin County,Not in short questionnaire,Not in short questionnaire,4,4,95000,Not in short questionnaire,300,100,0,Yes,Not in short questionnaire
11000110,Banks County Coroner,GA,Coroner office,Banks County Georgia,No,No,1,1,42000,15000,72,60,0,No,No
11000111,Barrow County Coroner,GA,Coroner office,"Barrow County, Georgia",No,No,0,0,75000,38000,200,200,40,No,Yes
11000113,Ben Hill County Coroner's Office,GA,Coroner office,Ben Hill County,Not in short questionnaire,Not in short questionnaire,0,0,18000,Not in short questionnaire,50,50,0,Yes,Not in short questionnaire
11000114,Berrien County Coroner,GA,Coroner office,Berrien County Ga,Yes,No,1,2,20000,6000,74,74,12,No,Yes
11000116,Bleckley County Coroner,GA,Coroner office,The City Of Cochran And All Of Bleckley County Georgia,Yes,Yes,0,0,20000,Blank or nonresponse,Logical skip,Logical skip,10,No,Yes
11000117,Brantley County Coroner,GA,Coroner office,Brantley County Georgia,No,No,0,0,21000,15000,Logical skip,Logical skip,10,No,No
11000118,Brooks County Coroner,GA,Coroner office,"Brooks County, Ga",No,No,1,0,25000,Blank or nonresponse,Logical skip,Logical skip,9,No,Yes
11000119,Bryan County Coroner,GA,Coroner office,Bryan County,No,No,1,3,25000,Logical skip,80,60,0,No,Yes
11000121,Burke County Coroner,GA,Coroner office,Burke County,Not in short questionnaire,Not in short questionnaire,0,0,65175,Not in short questionnaire,356,93,25,No,Not in short questionnaire
11000122,Butts County Coroner,GA,Coroner office,Butts County,Not in short questionnaire,Not in short questionnaire,1,2,53244,Not in short questionnaire,114,114,0,No,Not in short questionnaire
11000123,Calhoun County Coroner,GA,Coroner office,"Calhoun County, Ga",No,No,0,0,8000,Logical skip,Logical skip,28,0,No,No
11000124,Camden County Coroner's Office,GA,Coroner office,"Camden County, Georgia",No,No,1,3,48000,27000,125,125,0,Yes,No
11000126,Carroll County Coroner,GA,Coroner office,Burke County,No,No,1,0,65175,65175,Logical skip,Logical skip,22,No,No
11000129,Cherokee County Coroner's Office,GA,Coroner office,Cherokee County Ga,No,No,1,4,245000,95000,503,250,0,Yes,No
11000130,Clarke County Coroner's Office,GA,Coroner office,"Clarke County, Georgia",No,No,0,1,48000,15000,300,275,0,Yes,Yes
11000132,Clinch County Coroner,GA,Coroner office,"Clinch County, Georgia",No,No,0,0,7000,Blank or nonresponse,10,10,5,No,Yes
11000133,Cobb County Medical Examiner's Office,GA,Medical examiner office,"Cobb County, Ga",No,No,13,1,1894061,1666310,1605,679,276,Yes,No
11000135,Colquitt County Coroner,GA,Coroner office,"Georgia, Colquitt County Moultrie",No,No,2,4,65000,27000,Logical skip,Logical skip,0,No,No
11000136,Columbia County Coroner,GA,Coroner office,Columbia County,No,No,1,0,0,Blank or nonresponse,279,279,63,No,No
11000137,Cook County Coroner's Office,GA,Coroner office,Cook County,Not in short questionnaire,Not in short questionnaire,1,0,30000,Not in short questionnaire,68,68,12,No,Not in short questionnaire
11000138,Coweta County Coroner's Office,GA,Coroner office,"Coweta County, Georgia",No,No,1,1,171990,80000,356,356,150,No,No
11000140,Crisp County Coroner,GA,Coroner office,Crisp County,Not in short questionnaire,Not in short questionnaire,2,3,35000,Not in short questionnaire,85,85,40,No,Not in short questionnaire
11000141,Dade County Coroner's Office,GA,Coroner office,"Dade County, Georgia",No,No,0,0,41800,25672,Logical skip,Logical skip,3,No,No
11000143,Decatur County Coroner,GA,Coroner office,Decatur County,No,No,0,2,50000,Logical skip,125,125,0,No,No
11000144,Dekalb County Medical Examiner's Office,GA,Medical examiner office,Dekalb County,No,Yes,19,0,3012425,1389427,1864,958,283,Yes,No
11000145,Dodge County Coroner's Office,GA,Coroner office,Dodge County,Not in short questionnaire,Not in short questionnaire,0,0,30000,Not in short questionnaire,60,130,13,No,Not in short questionnaire
11000146,Dougherty County Coroner's Office,GA,Coroner office,"Dougherty County, Albany, Georgia",No,No,2,0,157464,100000,330,15,22,No,Yes
11000147,Douglas County Coroner,GA,Coroner office,Douglas County Georgia,No,No,0,2,198000,90000,302,302,150,No,No
11000148,Early County Coroner,GA,Coroner office,Early County,Not in short questionnaire,Not in short questionnaire,2,0,20000,Not in short questionnaire,Logical skip,Logical skip,12,No,Not in short questionnaire
11000149,Echols County Coroner's Office,GA,Coroner office,"Echols County, Ga",No,No,0,3,4500,Logical skip,Logical skip,Logical skip,2,No,No
11000151,Elbert County Coroner,GA,Coroner office,"Elbert County, Ga",No,No,1,0,16340,14100,Logical skip,60,0,No,No
11000152,Emanuel County Coroner,GA,Coroner office,"County Of Emanuel, In State Of Georgia",No,No,3,0,43000,Logical skip,Logical skip,80,15,No,No
11000153,Evans County Coroner,GA,Coroner office,"Evans County Claxton, Ga. 30417",No,No,6,0,10000,6000,42,42,12,Yes,Yes
11000154,Fannin County Coroner's Office,GA,Coroner office,Georgia,No,No,336,0,53158,26000,120,Logical skip,0,No,No
11000155,Fayette County Coroner,GA,Coroner office,"Fayette County, Georgia",No,No,1,1,138151,113036,245,240,36,Yes,No
11000156,Floyd County Coroner's Office,GA,Coroner office,Georgia,No,No,1,0,150000,120000,Logical skip,480,60,Yes,No
11000159,Fulton County Chief Medical Examiner,GA,Medical examiner office,Fulton County,No,Yes,22,0,4493775,3804899,2551,1346,876,Yes,No
11000163,Gilmer County Coroner,GA,Coroner office,Gilmer County,Not in short questionnaire,Not in short questionnaire,20,0,52000,Not in short questionnaire,110,100,40,No,Not in short questionnaire
11000164,Glascock County Coroner,GA,Coroner office,Glascock County,No,No,0,0,2500,Logical skip,12,12,2,No,No
11000166,Gordon County Coroner's Office,GA,Coroner office,Gordon County Georgia,No,No,0,4,102844,45409,166,166,22,No,No
